43109,0,2004,5,CHEVROLET,GOLD,AUTO,2,Covers,AMERICAN,COMPACT,GM,FL,0
17211,0,2006,4,NISSAN,BLACK,AUTO,1,Alloy,TOP LINE ASIAN,LARGE,OTHER,TX,0
8477,0,2005,5,FORD,RED,AUTO,1,Alloy,AMERICAN,MEDIUM,FORD,NC,0
51188,0,2006,3,CHEVROLET,BLUE,AUTO,2,Covers,AMERICAN,MEDIUM,GM,CO,0
12380,0,2003,6,CHEVROLET,BLACK,AUTO,1,Alloy,AMERICAN,LARGE SUV,GM,CA,0
46787,1,2006,3,CHEVROLET,GREY,AUTO,1,Alloy,AMERICAN,COMPACT,GM,TX,0
68735,0,2005,5,HYUNDAI,BLUE,AUTO,2,Covers,OTHER ASIAN,MEDIUM,OTHER,CO,0
28875,0,2005,5,TOYOTA,SILVER,MANUAL,1,Alloy,TOP LINE ASIAN,COMPACT,OTHER,CO,0
42248,0,2007,3,CHEVROLET,BLACK,AUTO,2,Covers,AMERICAN,MEDIUM,GM,NC,0
23919,0,2006,4,DODGE,BLUE,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,WV,0
23648,0,2006,4,PONTIAC,BLACK,AUTO,3,Special,AMERICAN,MEDIUM,GM,CA,0
49039,0,2003,6,BUICK,GREEN,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,GM,OK,0
45926,0,2005,4,TOYOTA,WHITE,AUTO,2,Covers,TOP LINE ASIAN,MEDIUM,OTHER,MO,0
42853,0,2006,3,DODGE,WHITE,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,FL,0
56389,0,2005,4,FORD,GREY,AUTO,1,Alloy,AMERICAN,MEDIUM,FORD,SC,0
47480,0,2007,3,TOYOTA,BLACK,AUTO,2,Covers,TOP LINE ASIAN,MEDIUM,OTHER,TX,0
72690,0,2005,4,CHRYSLER,GOLD,AUTO,1,Alloy,AMERICAN,CROSSOVER,CHRYSLER,GA,0
52240,0,2007,3,CHEVROLET,GOLD,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,TX,0
1326,0,2007,2,CHEVROLET,MAROON,AUTO,2,Covers,AMERICAN,VAN,GM,TN,0
72201,0,2004,6,CHEVROLET,MAROON,AUTO,2,Covers,AMERICAN,LARGE,GM,TX,0
72339,0,2006,4,CHEVROLET,GREY,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,GM,TX,0
27877,0,2004,5,CHRYSLER,SILVER,AUTO,1,Alloy,AMERICAN,CROSSOVER,CHRYSLER,FL,0
14688,0,2006,3,CHEVROLET,MAROON,AUTO,2,Covers,AMERICAN,VAN,GM,SC,0
72967,1,2006,3,FORD,BLUE,AUTO,2,Covers,AMERICAN,COMPACT,FORD,GA,0
55727,0,2009,1,CHRYSLER,SILVER,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,OK,0
30396,0,2005,5,CHRYSLER,BLUE,AUTO,1,Alloy,AMERICAN,CROSSOVER,CHRYSLER,FL,0
25284,0,2004,6,DODGE,PURPLE,AUTO,1,Alloy,AMERICAN,MEDIUM,CHRYSLER,CO,0
62162,0,2006,4,TOYOTA,WHITE,AUTO,2,Covers,TOP LINE ASIAN,COMPACT,OTHER,CA,0
8732,0,2003,7,HYUNDAI,SILVER,AUTO,2,Covers,OTHER ASIAN,COMPACT,OTHER,GA,0
39532,0,2006,3,CHEVROLET,SILVER,AUTO,1,Alloy,AMERICAN,LARGE,GM,AZ,0
8626,1,2006,4,DODGE,WHITE,AUTO,2,Covers,AMERICAN,VAN,CHRYSLER,GA,0
65017,0,2006,3,CHEVROLET,MAROON,AUTO,2,Covers,AMERICAN,VAN,GM,TX,0
15254,0,2006,4,JEEP,RED,AUTO,1,Alloy,AMERICAN,SMALL SUV,CHRYSLER,CA,0
42651,0,2006,4,CHRYSLER,BLACK,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,SC,0
27424,0,2005,4,CHRYSLER,GREEN,AUTO,1,Alloy,AMERICAN,MEDIUM,CHRYSLER,AZ,0
30827,0,2007,3,HYUNDAI,RED,AUTO,2,Covers,OTHER ASIAN,VAN,OTHER,FL,0
4160,0,2004,6,NISSAN,SILVER,AUTO,1,Alloy,TOP LINE ASIAN,MEDIUM SUV,OTHER,TX,0
18810,0,2008,1,CHEVROLET,SILVER,AUTO,2,Covers,AMERICAN,LARGE,GM,CO,0
39295,0,2006,4,FORD,SILVER,AUTO,2,Covers,AMERICAN,MEDIUM,FORD,TX,0
60321,0,2008,2,DODGE,MAROON,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,TN,0
20492,0,2003,6,CHEVROLET,BLUE,MANUAL,2,Covers,AMERICAN,COMPACT,GM,TX,0
45483,0,2006,4,CHEVROLET,GREY,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,GM,CO,0
9575,0,2002,7,LINCOLN,WHITE,AUTO,1,Alloy,AMERICAN,LARGE,FORD,NC,0
58636,0,2007,3,CHEVROLET,BLUE,AUTO,2,Covers,AMERICAN,VAN,GM,FL,0
45280,0,2003,6,SATURN,GREEN,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,CO,0
4766,0,2006,3,DODGE,BLUE,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,AZ,0
49044,0,2007,2,CHEVROLET,MAROON,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,OK,0
68074,1,2001,9,MERCURY,WHITE,AUTO,1,Alloy,AMERICAN,LARGE,FORD,NC,0
21361,0,2007,3,CHEVROLET,SILVER,AUTO,2,Covers,AMERICAN,LARGE,GM,CA,0
55820,0,2008,1,DODGE,GREY,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,VA,0
19974,0,2005,4,FORD,BLUE,MANUAL,1,Alloy,AMERICAN,SPORTS,FORD,CA,0
27314,1,2004,5,CHEVROLET,WHITE,AUTO,2,Covers,AMERICAN,LARGE,GM,AZ,0
30810,0,2003,7,BUICK,GOLD,AUTO,2,Covers,AMERICAN,MEDIUM,GM,FL,0
49469,0,2005,5,CHEVROLET,GOLD,AUTO,2,Covers,AMERICAN,MEDIUM,GM,OK,0
68867,0,2006,3,KIA,BLACK,AUTO,1,Alloy,OTHER ASIAN,MEDIUM SUV,OTHER,FL,0
59788,0,2005,5,FORD,BLUE,MANUAL,1,Alloy,AMERICAN,SPORTS,FORD,TX,0
40311,0,2006,3,FORD,WHITE,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,FORD,FL,0
14680,0,2007,2,CHEVROLET,WHITE,AUTO,2,Covers,AMERICAN,COMPACT,GM,SC,0
25313,0,2005,5,HYUNDAI,BLACK,AUTO,1,Alloy,OTHER ASIAN,MEDIUM SUV,OTHER,CO,0
503,1,2003,6,CHEVROLET,BLACK,AUTO,NULL,NULL,AMERICAN,LARGE SUV,GM,VA,0
24793,0,2004,6,NISSAN,WHITE,AUTO,2,Covers,TOP LINE ASIAN,COMPACT,OTHER,FL,0
52159,0,2004,6,MERCURY,GREEN,AUTO,2,Covers,AMERICAN,MEDIUM,FORD,TX,0
41088,0,2005,4,DODGE,SILVER,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,CHRYSLER,SC,0
24934,0,2008,2,FORD,BLACK,AUTO,1,Alloy,AMERICAN,CROSSOVER,FORD,TX,0
33488,0,2006,3,DODGE,BLUE,AUTO,2,Covers,AMERICAN,VAN,CHRYSLER,FL,0
3701,0,2006,4,CHEVROLET,PURPLE,AUTO,2,Covers,AMERICAN,COMPACT,GM,OH,0
53499,0,2008,1,DODGE,BLACK,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,OK,0
70966,0,2006,3,PONTIAC,BLACK,AUTO,1,Alloy,AMERICAN,LARGE,GM,TX,0
15709,1,2002,7,MITSUBISHI,SILVER,AUTO,1,Alloy,OTHER ASIAN,LARGE SUV,OTHER,TX,0
47097,0,2006,3,CHEVROLET,WHITE,AUTO,2,Covers,AMERICAN,LARGE,GM,TX,0
1745,0,2004,6,CHEVROLET,GOLD,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,FL,0
22776,0,2006,4,PONTIAC,GREY,AUTO,1,Alloy,AMERICAN,LARGE,GM,TX,0
6408,1,2004,6,TOYOTA,SILVER,AUTO,2,Covers,TOP LINE ASIAN,COMPACT,OTHER,GA,0
30343,0,2008,2,CHRYSLER,WHITE,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,FL,0
59309,0,2005,4,FORD,GREY,AUTO,2,Covers,AMERICAN,MEDIUM,FORD,CA,0
70509,0,2006,3,CHRYSLER,BLACK,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,TX,0
15323,0,2008,2,CHEVROLET,GREY,AUTO,1,Alloy,AMERICAN,LARGE,GM,CA,0
33597,0,2003,6,FORD,GOLD,AUTO,1,Alloy,AMERICAN,LARGE SUV,FORD,FL,0
59295,0,2003,6,FORD,GOLD,AUTO,1,Alloy,AMERICAN,MEDIUM,FORD,CA,0
18782,0,2006,3,CHRYSLER,BLACK,AUTO,2,Covers,AMERICAN,VAN,CHRYSLER,CO,0
30595,0,2006,4,FORD,SILVER,AUTO,1,Alloy,AMERICAN,SMALL SUV,FORD,FL,0
58690,0,2003,7,MERCURY,WHITE,AUTO,1,Alloy,AMERICAN,MEDIUM,FORD,FL,0
9578,0,2005,4,CHEVROLET,SILVER,AUTO,2,Covers,AMERICAN,MEDIUM,GM,NC,0
45367,0,2002,7,CHRYSLER,BLUE,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,CO,0
45737,0,2007,2,DODGE,GREY,AUTO,2,Covers,AMERICAN,SPECIALTY,CHRYSLER,MO,0
27513,0,2002,7,FORD,RED,AUTO,2,Covers,AMERICAN,LARGE TRUCK,FORD,AZ,0
29254,1,2008,1,CHRYSLER,BLUE,AUTO,NULL,NULL,AMERICAN,MEDIUM,CHRYSLER,OK,0
40827,0,2006,3,KIA,BLUE,AUTO,2,Covers,OTHER ASIAN,MEDIUM,OTHER,SC,0
9501,0,2002,7,SATURN,BLUE,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,NC,0
52220,1,2006,4,DODGE,BLUE,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,CHRYSLER,TX,0
27812,0,2005,4,BUICK,SILVER,AUTO,2,Covers,AMERICAN,LARGE,GM,FL,0
15892,0,2006,3,DODGE,BLUE,AUTO,1,Alloy,AMERICAN,SMALL TRUCK,CHRYSLER,TX,0
2606,0,2008,2,CHEVROLET,BLACK,AUTO,2,Covers,AMERICAN,LARGE,GM,OH,0
38915,0,2007,2,DODGE,WHITE,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,CHRYSLER,TX,0
9344,0,2007,2,HYUNDAI,MAROON,AUTO,2,Covers,OTHER ASIAN,COMPACT,OTHER,NC,0
13672,0,2005,5,PONTIAC,SILVER,AUTO,1,Alloy,AMERICAN,LARGE,GM,MD,0
18450,0,2005,5,CHRYSLER,SILVER,AUTO,3,Special,AMERICAN,MEDIUM,CHRYSLER,FL,0
42244,0,2005,5,FORD,WHITE,AUTO,2,Covers,AMERICAN,VAN,FORD,NC,0
32157,0,2003,7,CADILLAC,SILVER,AUTO,1,Alloy,AMERICAN,SPECIALTY,GM,SC,0
66423,1,2007,2,KIA,BLUE,AUTO,2,Covers,OTHER ASIAN,MEDIUM,OTHER,NC,0
12371,0,2003,6,FORD,GREY,AUTO,1,Alloy,AMERICAN,LARGE SUV,FORD,CA,0
50604,0,2006,3,CHEVROLET,GREY,AUTO,2,Covers,AMERICAN,VAN,GM,TX,0
48401,0,2006,4,HYUNDAI,BLACK,AUTO,1,Alloy,OTHER ASIAN,COMPACT,OTHER,IN,1
65427,0,2005,5,PONTIAC,RED,AUTO,2,Covers,AMERICAN,COMPACT,GM,TX,0
22384,1,2004,5,PONTIAC,BLUE,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,TX,0
45325,0,2002,7,PONTIAC,BLUE,AUTO,2,Covers,AMERICAN,COMPACT,GM,CO,0
32945,0,2002,7,CHEVROLET,BLACK,AUTO,1,Alloy,AMERICAN,LARGE,GM,CO,0
38676,0,2006,3,CHEVROLET,WHITE,AUTO,2,Covers,AMERICAN,LARGE,GM,TX,0
64953,0,2004,5,DODGE,GREY,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,CHRYSLER,TX,0
35220,0,2005,5,CHEVROLET,RED,AUTO,2,Covers,AMERICAN,LARGE,GM,FL,1
71590,0,2006,3,CHEVROLET,GREY,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,GM,NC,0
65140,0,2007,3,FORD,MAROON,AUTO,1,Alloy,AMERICAN,LARGE,FORD,TX,0
54219,0,2005,4,SATURN,SILVER,AUTO,2,Covers,AMERICAN,MEDIUM SUV,GM,NJ,0
8494,0,2008,2,CHEVROLET,GREY,AUTO,2,Covers,AMERICAN,COMPACT,GM,NC,0
51297,0,2006,3,DODGE,BLUE,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,CO,0
69875,0,2006,4,SATURN,WHITE,AUTO,2,Covers,AMERICAN,MEDIUM,GM,AZ,0
28148,0,2004,5,OLDSMOBILE,BLUE,AUTO,2,Covers,AMERICAN,MEDIUM,GM,FL,0
50081,0,2007,3,CHEVROLET,WHITE,AUTO,2,Covers,AMERICAN,LARGE,GM,NM,1
67535,0,2005,4,CHEVROLET,WHITE,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,GM,TX,0
19504,0,2005,4,DODGE,BLACK,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,CA,0
48372,1,2005,5,CHEVROLET,GREY,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,GM,IN,1
40349,0,2005,5,FORD,GREY,AUTO,1,Alloy,AMERICAN,SMALL SUV,FORD,TX,0
70615,0,2004,5,CHEVROLET,WHITE,AUTO,1,Alloy,AMERICAN,VAN,GM,TX,0
65862,0,2005,4,FORD,SILVER,AUTO,2,Covers,AMERICAN,VAN,FORD,NC,0
27636,0,2006,3,FORD,GREY,AUTO,2,Covers,AMERICAN,MEDIUM,FORD,CO,0
30405,0,2005,5,CHEVROLET,BLUE,AUTO,2,Covers,AMERICAN,MEDIUM,GM,FL,0
36887,1,2005,5,SUZUKI,BLACK,AUTO,2,Covers,OTHER ASIAN,MEDIUM,OTHER,TX,0
10683,0,2008,2,JEEP,WHITE,AUTO,1,Alloy,AMERICAN,SMALL SUV,CHRYSLER,TX,0
64831,0,2006,4,SUZUKI,BLACK,AUTO,2,Covers,OTHER ASIAN,MEDIUM,OTHER,TN,0
47039,0,2006,3,CHEVROLET,MAROON,AUTO,2,Covers,AMERICAN,LARGE,GM,TX,0
28039,0,2006,3,CHRYSLER,MAROON,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,FL,0
27169,0,2004,6,PONTIAC,BLACK,AUTO,1,Alloy,AMERICAN,LARGE,GM,OK,0
31825,0,2006,4,HYUNDAI,BLUE,AUTO,2,Covers,OTHER ASIAN,MEDIUM,OTHER,TX,0
23936,0,2005,4,FORD,SILVER,AUTO,1,Alloy,AMERICAN,MEDIUM,FORD,SC,0
64341,0,2005,5,CHRYSLER,GREEN,AUTO,2,Covers,AMERICAN,CROSSOVER,CHRYSLER,AZ,0
28112,1,2004,5,CHEVROLET,WHITE,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,GM,FL,0
10553,1,2006,4,SATURN,MAROON,AUTO,2,Covers,AMERICAN,MEDIUM,GM,TX,0
72609,0,2006,3,CHRYSLER,WHITE,AUTO,1,Alloy,AMERICAN,MEDIUM,CHRYSLER,GA,0
4788,0,2005,4,FORD,SILVER,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,FORD,AZ,0
70565,1,2005,4,FORD,SILVER,AUTO,2,Covers,AMERICAN,COMPACT,FORD,TX,0
21949,0,2007,3,CHRYSLER,GREEN,AUTO,2,Covers,AMERICAN,VAN,CHRYSLER,TX,0
34862,0,2005,4,FORD,BLACK,AUTO,1,Alloy,AMERICAN,COMPACT,FORD,TX,0
29656,0,2008,2,DODGE,RED,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,OK,0
2014,0,2003,6,DODGE,RED,AUTO,1,Alloy,AMERICAN,COMPACT,CHRYSLER,FL,0
20880,0,2004,5,CHEVROLET,MAROON,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,GM,TX,0
48268,0,2002,7,DODGE,MAROON,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,CHRYSLER,LA,0
60394,0,2002,8,FORD,GREEN,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,FORD,TN,0
64422,0,2005,5,CHRYSLER,GOLD,AUTO,1,Alloy,AMERICAN,MEDIUM,CHRYSLER,AZ,0
55214,0,2009,1,DODGE,GOLD,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,OR,0
2931,0,2005,5,CHEVROLET,RED,AUTO,1,Alloy,AMERICAN,COMPACT,GM,AL,0
18052,0,2005,5,NISSAN,GREEN,MANUAL,1,Alloy,TOP LINE ASIAN,MEDIUM,OTHER,UT,1
47866,0,2008,2,CHEVROLET,WHITE,AUTO,2,Covers,AMERICAN,MEDIUM,GM,FL,0
12775,0,2004,6,DODGE,RED,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,CHRYSLER,CA,0
61073,0,2006,4,PONTIAC,WHITE,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,MO,0
53066,1,2006,4,DODGE,SILVER,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,CHRYSLER,TN,0
27383,0,2003,6,MITSUBISHI,RED,AUTO,2,Covers,OTHER ASIAN,COMPACT,OTHER,AZ,0
27849,1,2002,7,FORD,RED,AUTO,1,Alloy,AMERICAN,SPORTS,FORD,FL,0
6960,0,2005,5,CHEVROLET,SILVER,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,GM,AZ,0
31306,0,2008,2,CHEVROLET,SILVER,AUTO,2,Covers,AMERICAN,LARGE,GM,AZ,0
66587,0,2005,5,SCION,WHITE,AUTO,1,Alloy,OTHER ASIAN,MEDIUM,OTHER,NC,0
6001,0,2003,7,CHRYSLER,GOLD,AUTO,2,Covers,AMERICAN,VAN,CHRYSLER,AZ,0
46089,0,2007,3,NISSAN,BLACK,AUTO,1,Alloy,TOP LINE ASIAN,MEDIUM,OTHER,MO,0
54794,0,2006,3,CHEVROLET,BLUE,AUTO,2,Covers,AMERICAN,LARGE,GM,OK,0
52748,0,2005,5,FORD,GREEN,AUTO,1,Alloy,AMERICAN,SMALL SUV,FORD,WV,0
10572,0,2006,4,DODGE,WHITE,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,CHRYSLER,TX,0
23250,0,2003,7,FORD,GREY,AUTO,NULL,NULL,AMERICAN,MEDIUM,FORD,SC,0
56466,0,2006,4,CHRYSLER,SILVER,AUTO,1,Alloy,AMERICAN,MEDIUM,CHRYSLER,SC,0
66979,0,2008,2,CHEVROLET,BLUE,AUTO,2,Covers,AMERICAN,LARGE,GM,KY,0
50498,0,2003,6,FORD,RED,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,FORD,TX,0
15626,0,2007,3,CHEVROLET,SILVER,AUTO,2,Covers,AMERICAN,LARGE,GM,MD,0
9704,0,2006,3,DODGE,BLACK,AUTO,2,Covers,AMERICAN,VAN,CHRYSLER,MD,0
15697,0,2005,4,SATURN,BLACK,MANUAL,2,Covers,AMERICAN,MEDIUM,GM,TX,0
39470,0,2006,3,FORD,GREEN,AUTO,1,Alloy,AMERICAN,SMALL SUV,FORD,AZ,0
70912,1,2005,4,DODGE,RED,AUTO,2,Covers,AMERICAN,COMPACT,CHRYSLER,TX,0
33706,0,2007,2,MITSUBISHI,BLACK,AUTO,1,Alloy,OTHER ASIAN,MEDIUM SUV,OTHER,FL,0
45565,0,2004,6,SATURN,RED,MANUAL,1,Alloy,AMERICAN,MEDIUM SUV,GM,CO,0
34480,0,2004,6,CHEVROLET,SILVER,AUTO,1,Alloy,AMERICAN,LARGE SUV,GM,CO,0
5709,0,2006,4,NISSAN,SILVER,AUTO,2,Covers,TOP LINE ASIAN,MEDIUM,OTHER,AZ,0
70617,0,2005,4,FORD,GREY,AUTO,1,Alloy,AMERICAN,SMALL SUV,FORD,TX,0
55153,0,2006,4,CHRYSLER,BLUE,AUTO,1,Alloy,AMERICAN,MEDIUM,CHRYSLER,OR,0
31941,0,2005,4,FORD,GREY,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,FORD,SC,0
2344,0,2007,2,CHEVROLET,BEIGE,AUTO,2,Covers,AMERICAN,LARGE,GM,OH,0
40044,0,2006,3,KIA,BLACK,AUTO,2,Covers,OTHER ASIAN,MEDIUM,OTHER,FL,0
60282,0,2007,3,CHEVROLET,SILVER,AUTO,2,Covers,AMERICAN,MEDIUM,GM,TN,0
58818,0,2008,2,CHRYSLER,WHITE,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,WA,0
13050,0,2006,4,DODGE,WHITE,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,NC,0
19841,0,2006,3,CHEVROLET,GREEN,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,CA,0
17760,0,2005,4,FORD,SILVER,AUTO,2,Covers,AMERICAN,MEDIUM,FORD,UT,0
49466,0,2004,6,MITSUBISHI,YELLOW,MANUAL,1,Alloy,OTHER ASIAN,COMPACT,OTHER,OK,0
59032,1,2002,7,FORD,GREEN,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,FORD,CA,0
44816,0,2008,2,CHEVROLET,GREY,AUTO,2,Covers,AMERICAN,LARGE,GM,TX,0
69488,0,2002,7,FORD,BLUE,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,FORD,AZ,0
19964,0,2006,3,FORD,GREY,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,FORD,CA,0
58471,0,2007,3,PONTIAC,SILVER,AUTO,2,Covers,AMERICAN,COMPACT,GM,CA,0
6213,0,2006,4,CHEVROLET,BEIGE,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,GA,0
17281,0,2005,5,FORD,GREY,AUTO,1,Alloy,AMERICAN,LARGE TRUCK,FORD,TX,0
67920,0,2004,5,FORD,RED,AUTO,NULL,NULL,AMERICAN,LARGE SUV,FORD,TN,0
56381,0,2003,6,DODGE,GREY,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,CHRYSLER,SC,0
4592,0,2008,2,CHEVROLET,GREY,AUTO,1,Alloy,AMERICAN,LARGE,GM,IL,0
50987,0,2005,4,CHEVROLET,GREY,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,GM,AZ,0
30930,0,2006,3,DODGE,GREEN,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,TX,0
58047,1,2003,7,SATURN,SILVER,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,TX,0
23765,0,2004,6,DODGE,BLACK,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,CHRYSLER,WV,0
25296,0,2007,3,FORD,BLUE,AUTO,1,Alloy,AMERICAN,CROSSOVER,FORD,CO,0
35143,1,2007,3,DODGE,BLUE,AUTO,NULL,NULL,AMERICAN,VAN,CHRYSLER,FL,0
27335,0,2005,4,CHRYSLER,WHITE,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,AZ,0
23417,0,2006,4,CHEVROLET,GREY,AUTO,NULL,NULL,AMERICAN,COMPACT,GM,SC,0
9325,0,2006,3,PONTIAC,WHITE,AUTO,1,Alloy,AMERICAN,MEDIUM,GM,NC,0
65974,0,2005,4,FORD,SILVER,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,FORD,NC,0
65312,0,2006,4,FORD,GREY,AUTO,1,Alloy,AMERICAN,LARGE,FORD,TX,0
59769,0,2005,5,CHRYSLER,BLUE,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,TX,0
6046,1,2003,7,CHRYSLER,GOLD,AUTO,3,Special,AMERICAN,MEDIUM,CHRYSLER,AZ,0
72142,0,2004,6,CHEVROLET,GOLD,AUTO,2,Covers,AMERICAN,LARGE TRUCK,GM,CO,0
6369,0,2003,7,CHEVROLET,BLACK,AUTO,1,Alloy,AMERICAN,LARGE SUV,GM,GA,0
45344,0,2006,3,CHEVROLET,BLACK,AUTO,2,Covers,AMERICAN,LARGE,GM,MS,0
22082,0,2003,6,FORD,WHITE,AUTO,1,Alloy,AMERICAN,VAN,FORD,CA,0
16161,0,2005,5,CHEVROLET,GREY,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,GM,SC,0
61885,0,2003,7,FORD,WHITE,AUTO,1,Alloy,AMERICAN,MEDIUM,FORD,CA,0
12817,0,2006,4,FORD,GOLD,AUTO,2,Covers,AMERICAN,MEDIUM,FORD,CA,0
57624,0,2007,2,CHEVROLET,GOLD,AUTO,2,Covers,AMERICAN,COMPACT,GM,TX,0
62235,0,2004,6,KIA,GREY,AUTO,2,Covers,OTHER ASIAN,MEDIUM,OTHER,CA,0
15566,0,2006,4,DODGE,SILVER,AUTO,2,Covers,AMERICAN,MEDIUM,CHRYSLER,MD,0
69650,0,2007,2,FORD,GREEN,AUTO,1,Alloy,AMERICAN,CROSSOVER,FORD,AZ,0
64161,0,2004,5,DODGE,MAROON,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,CHRYSLER,AZ,0
15880,0,2004,5,GMC,GREY,AUTO,1,Alloy,AMERICAN,MEDIUM SUV,GM,TX,0
63637,0,2005,5,PONTIAC,RED,AUTO,2,Covers,AMERICAN,COMPACT,GM,TN,0
